@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0.013493
10,5,30,5,0.857143,0.666667,0.25,0.666667,0.75,0.363636,0.8,0.833333,0.126852
10,5,29,6,0.828571,0.666667,0.25641,0.666667,0.74359,0.37037,0.78,0.854701,0.25659
9,6,29,6,0.828571,0.6,0.236842,0.6,0.763158,0.339623,0.76,0.789474,0.294392
9,6,28,7,0.8,0.6,0.243243,0.6,0.756757,0.346154,0.74,0.810811,0.397225
8,7,28,7,0.8,0.533333,0.222222,0.533333,0.777778,0.313725,0.72,0.740741,0.408391
7,8,26,9,0.742857,0.466667,0.212121,0.466667,0.787879,0.291667,0.66,0.707071,0.437825
7,8,24,11,0.685714,0.466667,0.225806,0.466667,0.774194,0.304348,0.62,0.752688,0.460053
6,9,24,11,0.685714,0.4,0.2,0.4,0.8,0.266667,0.6,0.666667,0.483088
5,10,23,12,0.657143,0.333333,0.178571,0.333333,0.821429,0.232558,0.56,0.595238,0.498281
5,10,22,13,0.628571,0.333333,0.185185,0.333333,0.814815,0.238095,0.54,0.617284,0.566798
4,11,20,15,0.571429,0.266667,0.166667,0.266667,0.833333,0.205128,0.48,0.555556,0.583654
4,11,19,16,0.542857,0.266667,0.173913,0.266667,0.826087,0.210526,0.46,0.57971,0.600317
4,11,18,17,0.514286,0.266667,0.181818,0.266667,0.818182,0.216216,0.44,0.606061,0.60901
3,12,15,20,0.428571,0.2,0.166667,0.2,0.833333,0.181818,0.36,0.555556,0.677708
2,13,15,20,0.428571,0.133333,0.117647,0.133333,0.882353,0.125,0.34,0.392157,0.711003
2,13,14,21,0.4,0.133333,0.125,0.133333,0.875,0.129032,0.32,0.416667,0.721869
1,14,14,21,0.4,0.066667,0.066667,0.066667,0.933333,0.066667,0.3,0.222222,0.723511
1,14,5,30,0.142857,0.066667,0.166667,0.066667,0.833333,0.095238,0.12,0.555556,0.843336
0,15,3,32,0.085714,0,0,0,1,?,0.06,?,0.876012
0,15,2,33,0.057143,0,0,0,1,?,0.04,?,0.935627
0,15,0,35,0,0,?,0,?,?,0,?,0.935637
