@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0.007216
10,5,30,5,0.857143,0.666667,0.25,0.666667,0.75,0.363636,0.8,0.833333,0.10379
10,5,29,6,0.828571,0.666667,0.25641,0.666667,0.74359,0.37037,0.78,0.854701,0.354952
9,6,28,7,0.8,0.6,0.243243,0.6,0.756757,0.346154,0.74,0.810811,0.357486
8,7,28,7,0.8,0.533333,0.222222,0.533333,0.777778,0.313725,0.72,0.740741,0.402112
8,7,27,8,0.771429,0.533333,0.228571,0.533333,0.771429,0.32,0.7,0.761905,0.426929
8,7,26,9,0.742857,0.533333,0.235294,0.533333,0.764706,0.326531,0.68,0.784314,0.510518
8,7,25,10,0.714286,0.533333,0.242424,0.533333,0.757576,0.333333,0.66,0.808081,0.515104
7,8,25,10,0.714286,0.466667,0.21875,0.466667,0.78125,0.297872,0.64,0.729167,0.526688
7,8,24,11,0.685714,0.466667,0.225806,0.466667,0.774194,0.304348,0.62,0.752688,0.556626
7,8,22,13,0.628571,0.466667,0.241379,0.466667,0.758621,0.318182,0.58,0.804598,0.578677
6,9,22,13,0.628571,0.4,0.214286,0.4,0.785714,0.27907,0.56,0.714286,0.579705
5,10,22,13,0.628571,0.333333,0.185185,0.333333,0.814815,0.238095,0.54,0.617284,0.601041
4,11,22,13,0.628571,0.266667,0.153846,0.266667,0.846154,0.195122,0.52,0.512821,0.615526
4,11,21,14,0.6,0.266667,0.16,0.266667,0.84,0.2,0.5,0.533333,0.626338
3,12,21,14,0.6,0.2,0.125,0.2,0.875,0.153846,0.48,0.416667,0.675951
3,12,18,17,0.514286,0.2,0.142857,0.2,0.857143,0.166667,0.42,0.47619,0.678367
2,13,17,18,0.485714,0.133333,0.105263,0.133333,0.894737,0.117647,0.38,0.350877,0.693231
2,13,16,19,0.457143,0.133333,0.111111,0.133333,0.888889,0.121212,0.36,0.37037,0.707704
2,13,15,20,0.428571,0.133333,0.117647,0.133333,0.882353,0.125,0.34,0.392157,0.71517
1,14,12,23,0.342857,0.066667,0.076923,0.066667,0.923077,0.071429,0.26,0.25641,0.798627
1,14,11,24,0.314286,0.066667,0.083333,0.066667,0.916667,0.074074,0.24,0.277778,0.808365
1,14,5,30,0.142857,0.066667,0.166667,0.066667,0.833333,0.095238,0.12,0.555556,0.811003
0,15,4,31,0.114286,0,0,0,1,?,0.08,0,0.849218
0,15,3,32,0.085714,0,0,0,1,?,0.06,?,0.896668
0,15,2,33,0.057143,0,0,0,1,?,0.04,?,0.959066
0,15,0,35,0,0,?,0,?,?,0,?,0.959076
