@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,31,0,1,1,0.326087,1,0.673913,0.491803,1,1,0.00023
15,0,30,1,0.967742,1,0.333333,1,0.666667,0.5,0.978261,1.022222,0.016313
15,0,29,2,0.935484,1,0.340909,1,0.659091,0.508475,0.956522,1.045455,0.017091
15,0,28,3,0.903226,1,0.348837,1,0.651163,0.517241,0.934783,1.069767,0.062907
15,0,27,4,0.870968,1,0.357143,1,0.642857,0.526316,0.913043,1.095238,0.082723
15,0,26,5,0.83871,1,0.365854,1,0.634146,0.535714,0.891304,1.121951,0.127906
15,0,25,6,0.806452,1,0.375,1,0.625,0.545455,0.869565,1.15,0.155143
14,1,25,6,0.806452,0.933333,0.358974,0.933333,0.641026,0.518519,0.847826,1.100855,0.18876
14,1,24,7,0.774194,0.933333,0.368421,0.933333,0.631579,0.528302,0.826087,1.129825,0.197978
14,1,23,8,0.741935,0.933333,0.378378,0.933333,0.621622,0.538462,0.804348,1.16036,0.199753
14,1,22,9,0.709677,0.933333,0.388889,0.933333,0.611111,0.54902,0.782609,1.192593,0.20772
14,1,21,10,0.677419,0.933333,0.4,0.933333,0.6,0.56,0.76087,1.226667,0.295764
14,1,20,11,0.645161,0.933333,0.411765,0.933333,0.588235,0.571429,0.73913,1.262745,0.497976
13,2,20,11,0.645161,0.866667,0.393939,0.866667,0.606061,0.541667,0.717391,1.208081,0.510972
13,2,19,12,0.612903,0.866667,0.40625,0.866667,0.59375,0.553191,0.695652,1.245833,0.707368
12,3,19,12,0.612903,0.8,0.387097,0.8,0.612903,0.521739,0.673913,1.187097,0.720414
12,3,18,13,0.580645,0.8,0.4,0.8,0.6,0.533333,0.652174,1.226667,0.743041
11,4,18,13,0.580645,0.733333,0.37931,0.733333,0.62069,0.5,0.630435,1.163218,0.779134
11,4,17,14,0.548387,0.733333,0.392857,0.733333,0.607143,0.511628,0.608696,1.204762,0.792444
11,4,16,15,0.516129,0.733333,0.407407,0.733333,0.592593,0.52381,0.586957,1.249383,0.867258
6,9,15,16,0.483871,0.4,0.285714,0.4,0.714286,0.333333,0.456522,0.87619,0.88301
6,9,14,17,0.451613,0.4,0.3,0.4,0.7,0.342857,0.434783,0.92,0.886645
6,9,13,18,0.419355,0.4,0.315789,0.4,0.684211,0.352941,0.413043,0.968421,0.899917
6,9,12,19,0.387097,0.4,0.333333,0.4,0.666667,0.363636,0.391304,1.022222,0.90414
6,9,11,20,0.354839,0.4,0.352941,0.4,0.647059,0.375,0.369565,1.082353,0.914707
6,9,10,21,0.322581,0.4,0.375,0.4,0.625,0.387097,0.347826,1.15,0.928401
6,9,9,22,0.290323,0.4,0.4,0.4,0.6,0.4,0.326087,1.226667,0.956373
6,9,8,23,0.258065,0.4,0.428571,0.4,0.571429,0.413793,0.304348,1.314286,0.959493
6,9,7,24,0.225806,0.4,0.461538,0.4,0.538462,0.428571,0.282609,1.415385,0.963315
6,9,6,25,0.193548,0.4,0.5,0.4,0.5,0.444444,0.26087,1.533333,0.973282
6,9,5,26,0.16129,0.4,0.545455,0.4,0.454545,0.461538,0.23913,1.672727,0.974949
6,9,4,27,0.129032,0.4,0.6,0.4,0.4,0.48,0.217391,1.84,0.983281
5,10,4,27,0.129032,0.333333,0.555556,0.333333,0.444444,0.416667,0.195652,1.703704,0.984506
5,10,3,28,0.096774,0.333333,0.625,0.333333,0.375,0.434783,0.173913,1.916667,0.992689
4,11,3,28,0.096774,0.266667,0.571429,0.266667,0.428571,0.363636,0.152174,1.752381,0.99382
3,12,3,28,0.096774,0.2,0.5,0.2,0.5,0.285714,0.130435,1.533333,0.994791
3,12,2,29,0.064516,0.2,0.6,0.2,0.4,0.3,0.108696,1.84,0.994799
2,13,2,29,0.064516,0.133333,0.5,0.133333,0.5,0.210526,0.086957,1.533333,0.997081
1,14,2,29,0.064516,0.066667,0.333333,0.066667,0.666667,0.111111,0.065217,?,0.997297
1,14,1,30,0.032258,0.066667,0.5,0.066667,0.5,0.117647,0.043478,?,0.997956
1,14,0,31,0,0.066667,1,0.066667,0,0.125,0.021739,?,0.998349
0,15,0,31,0,0,?,0,?,?,0,?,0.998359
