@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,29,0,1,1,0.340909,1,0.659091,0.508475,1,1,0
13,2,23,6,0.793103,0.866667,0.361111,0.866667,0.638889,0.509804,0.818182,1.059259,0.095622
13,2,22,7,0.758621,0.866667,0.371429,0.866667,0.628571,0.52,0.795455,1.089524,0.177125
13,2,20,9,0.689655,0.866667,0.393939,0.866667,0.606061,0.541667,0.75,1.155556,0.463005
12,3,20,9,0.689655,0.8,0.375,0.8,0.625,0.510638,0.727273,1.1,0.469877
12,3,19,10,0.655172,0.8,0.387097,0.8,0.612903,0.521739,0.704545,1.135484,0.519308
12,3,18,11,0.62069,0.8,0.4,0.8,0.6,0.533333,0.681818,1.173333,0.553968
12,3,17,12,0.586207,0.8,0.413793,0.8,0.586207,0.545455,0.659091,1.213793,0.595219
11,4,17,12,0.586207,0.733333,0.392857,0.733333,0.607143,0.511628,0.636364,1.152381,0.612348
11,4,16,13,0.551724,0.733333,0.407407,0.733333,0.592593,0.52381,0.613636,1.195062,0.618141
5,10,13,16,0.448276,0.333333,0.277778,0.333333,0.722222,0.30303,0.409091,0.814815,0.626817
5,10,12,17,0.413793,0.333333,0.294118,0.333333,0.705882,0.3125,0.386364,0.862745,0.63339
5,10,11,18,0.37931,0.333333,0.3125,0.333333,0.6875,0.322581,0.363636,0.916667,0.679166
5,10,10,19,0.344828,0.333333,0.333333,0.333333,0.666667,0.333333,0.340909,0.977778,0.782733
4,11,8,21,0.275862,0.266667,0.333333,0.266667,0.666667,0.296296,0.272727,0.977778,0.788527
4,11,7,22,0.241379,0.266667,0.363636,0.266667,0.636364,0.307692,0.25,1.066667,0.812061
3,12,7,22,0.241379,0.2,0.3,0.2,0.7,0.24,0.227273,0.88,0.929195
2,13,7,22,0.241379,0.133333,0.222222,0.133333,0.777778,0.166667,0.204545,0.651852,0.944443
1,14,1,28,0.034483,0.066667,0.5,0.066667,0.5,0.117647,0.045455,?,1
0,15,0,29,0,0,?,0,?,?,0,?,1.00001
