@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
13,0,26,0,1,1,0.333333,1,0.666667,0.5,1,1,0
11,2,21,5,0.807692,0.846154,0.34375,0.846154,0.65625,0.488889,0.820513,1.03125,0.108953
11,2,20,6,0.769231,0.846154,0.354839,0.846154,0.645161,0.5,0.794872,1.064516,0.119699
11,2,19,7,0.730769,0.846154,0.366667,0.846154,0.633333,0.511628,0.769231,1.1,0.173322
11,2,18,8,0.692308,0.846154,0.37931,0.846154,0.62069,0.52381,0.74359,1.137931,0.178242
11,2,17,9,0.653846,0.846154,0.392857,0.846154,0.607143,0.536585,0.717949,1.178571,0.21598
11,2,16,10,0.615385,0.846154,0.407407,0.846154,0.592593,0.55,0.692308,1.222222,0.296985
11,2,15,11,0.576923,0.846154,0.423077,0.846154,0.576923,0.564103,0.666667,1.269231,0.312186
11,2,14,12,0.538462,0.846154,0.44,0.846154,0.56,0.578947,0.641026,1.32,0.332129
11,2,13,13,0.5,0.846154,0.458333,0.846154,0.541667,0.594595,0.615385,1.375,0.470994
9,4,11,15,0.423077,0.692308,0.45,0.692308,0.55,0.545455,0.512821,1.35,0.578958
8,5,10,16,0.384615,0.615385,0.444444,0.615385,0.555556,0.516129,0.461538,1.333333,0.632593
8,5,9,17,0.346154,0.615385,0.470588,0.615385,0.529412,0.533333,0.435897,1.411765,0.717822
8,5,8,18,0.307692,0.615385,0.5,0.615385,0.5,0.551724,0.410256,1.5,0.813138
8,5,6,20,0.230769,0.615385,0.571429,0.615385,0.428571,0.592593,0.358974,1.714286,0.901159
7,6,6,20,0.230769,0.538462,0.538462,0.538462,0.461538,0.538462,0.333333,1.615385,0.941579
2,11,5,21,0.192308,0.153846,0.285714,0.153846,0.714286,0.2,0.179487,0.857143,0.952003
1,12,3,23,0.115385,0.076923,0.25,0.076923,0.75,0.117647,0.102564,0.75,1
0,13,0,26,0,0,?,0,?,?,0,?,1.00001
