@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,28,0,1,1,0.348837,1,0.651163,0.517241,1,1,0
13,2,22,6,0.785714,0.866667,0.371429,0.866667,0.628571,0.52,0.813953,1.064762,0.157034
13,2,19,9,0.678571,0.866667,0.40625,0.866667,0.59375,0.553191,0.744186,1.164583,0.441186
13,2,18,10,0.642857,0.866667,0.419355,0.866667,0.580645,0.565217,0.72093,1.202151,0.523888
13,2,17,11,0.607143,0.866667,0.433333,0.866667,0.566667,0.577778,0.697674,1.242222,0.549948
13,2,16,12,0.571429,0.866667,0.448276,0.866667,0.551724,0.590909,0.674419,1.285057,0.687702
13,2,15,13,0.535714,0.866667,0.464286,0.866667,0.535714,0.604651,0.651163,1.330952,0.689868
12,3,15,13,0.535714,0.8,0.444444,0.8,0.555556,0.571429,0.627907,1.274074,0.692453
12,3,14,14,0.5,0.8,0.461538,0.8,0.538462,0.585366,0.604651,1.323077,0.702735
12,3,13,15,0.464286,0.8,0.48,0.8,0.52,0.6,0.581395,1.376,0.726293
11,4,13,15,0.464286,0.733333,0.458333,0.733333,0.541667,0.564103,0.55814,1.313889,0.728458
10,5,13,15,0.464286,0.666667,0.434783,0.666667,0.565217,0.526316,0.534884,1.246377,0.73874
4,11,11,17,0.392857,0.266667,0.266667,0.266667,0.733333,0.266667,0.348837,0.764444,0.80804
3,12,11,17,0.392857,0.2,0.214286,0.2,0.785714,0.206897,0.325581,0.614286,0.872909
3,12,10,18,0.357143,0.2,0.230769,0.2,0.769231,0.214286,0.302326,0.661538,0.875075
3,12,9,19,0.321429,0.2,0.25,0.2,0.75,0.222222,0.27907,0.716667,0.900389
3,12,8,20,0.285714,0.2,0.272727,0.2,0.727273,0.230769,0.255814,0.781818,0.980936
2,13,7,21,0.25,0.133333,0.222222,0.133333,0.777778,0.166667,0.209302,0.637037,0.995968
1,14,6,22,0.214286,0.066667,0.142857,0.066667,0.857143,0.090909,0.162791,0.409524,1
0,15,0,28,0,0,?,0,?,?,0,?,1.00001
