@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
14,0,28,0,1,1,0.333333,1,0.666667,0.5,1,1,0
12,2,22,6,0.785714,0.857143,0.352941,0.857143,0.647059,0.5,0.809524,1.058824,0.165448
12,2,19,9,0.678571,0.857143,0.387097,0.857143,0.612903,0.533333,0.738095,1.16129,0.417666
12,2,18,10,0.642857,0.857143,0.4,0.857143,0.6,0.545455,0.714286,1.2,0.519133
12,2,17,11,0.607143,0.857143,0.413793,0.857143,0.586207,0.55814,0.690476,1.241379,0.519579
12,2,16,12,0.571429,0.857143,0.428571,0.857143,0.571429,0.571429,0.666667,1.285714,0.678901
11,3,16,12,0.571429,0.785714,0.407407,0.785714,0.592593,0.536585,0.642857,1.222222,0.691072
11,3,15,13,0.535714,0.785714,0.423077,0.785714,0.576923,0.55,0.619048,1.269231,0.712734
11,3,14,14,0.5,0.785714,0.44,0.785714,0.56,0.564103,0.595238,1.32,0.717286
11,3,13,15,0.464286,0.785714,0.458333,0.785714,0.541667,0.578947,0.571429,1.375,0.727773
6,8,11,17,0.392857,0.428571,0.352941,0.428571,0.647059,0.387097,0.404762,1.058824,0.732325
5,9,11,17,0.392857,0.357143,0.3125,0.357143,0.6875,0.333333,0.380952,0.9375,0.744496
4,10,11,17,0.392857,0.285714,0.266667,0.285714,0.733333,0.275862,0.357143,0.8,0.771796
3,11,11,17,0.392857,0.214286,0.214286,0.214286,0.785714,0.214286,0.333333,0.642857,0.878941
3,11,10,18,0.357143,0.214286,0.230769,0.214286,0.769231,0.222222,0.309524,0.692308,0.891112
3,11,9,19,0.321429,0.214286,0.25,0.214286,0.75,0.230769,0.285714,0.75,0.896051
3,11,8,20,0.285714,0.214286,0.272727,0.214286,0.727273,0.24,0.261905,0.818182,0.984305
2,12,7,21,0.25,0.142857,0.222222,0.142857,0.777778,0.173913,0.214286,0.666667,1
0,14,0,28,0,0,?,0,?,?,0,?,1.00001
