@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
14,0,26,0,1,1,0.35,1,0.65,0.518519,1,1,0.047848
14,0,25,1,0.961538,1,0.358974,1,0.641026,0.528302,0.975,1.025641,0.068148
14,0,24,2,0.923077,1,0.368421,1,0.631579,0.538462,0.95,1.052632,0.076563
13,1,24,2,0.923077,0.928571,0.351351,0.928571,0.648649,0.509804,0.925,1.003861,0.134162
13,1,23,3,0.884615,0.928571,0.361111,0.928571,0.638889,0.52,0.9,1.031746,0.173663
13,1,22,4,0.846154,0.928571,0.371429,0.928571,0.628571,0.530612,0.875,1.061224,0.192519
13,1,21,5,0.807692,0.928571,0.382353,0.928571,0.617647,0.541667,0.85,1.092437,0.197442
13,1,20,6,0.769231,0.928571,0.393939,0.928571,0.606061,0.553191,0.825,1.125541,0.231194
13,1,19,7,0.730769,0.928571,0.40625,0.928571,0.59375,0.565217,0.8,1.160714,0.273115
13,1,18,8,0.692308,0.928571,0.419355,0.928571,0.580645,0.577778,0.775,1.198157,0.331419
13,1,17,9,0.653846,0.928571,0.433333,0.928571,0.566667,0.590909,0.75,1.238095,0.342346
12,2,17,9,0.653846,0.857143,0.413793,0.857143,0.586207,0.55814,0.725,1.182266,0.355145
12,2,16,10,0.615385,0.857143,0.428571,0.857143,0.571429,0.571429,0.7,1.22449,0.389837
12,2,15,11,0.576923,0.857143,0.444444,0.857143,0.555556,0.585366,0.675,1.269841,0.401063
11,3,15,11,0.576923,0.785714,0.423077,0.785714,0.576923,0.55,0.65,1.208791,0.433726
11,3,14,12,0.538462,0.785714,0.44,0.785714,0.56,0.564103,0.625,1.257143,0.436364
11,3,13,13,0.5,0.785714,0.458333,0.785714,0.541667,0.578947,0.6,1.309524,0.444513
10,4,13,13,0.5,0.714286,0.434783,0.714286,0.565217,0.540541,0.575,1.242236,0.474527
10,4,12,14,0.461538,0.714286,0.454545,0.714286,0.545455,0.555556,0.55,1.298701,0.53371
10,4,10,16,0.384615,0.714286,0.5,0.714286,0.5,0.588235,0.5,1.428571,0.534572
10,4,9,17,0.346154,0.714286,0.526316,0.714286,0.473684,0.606061,0.475,1.503759,0.537722
10,4,8,18,0.307692,0.714286,0.555556,0.714286,0.444444,0.625,0.45,1.587302,0.647305
9,5,8,18,0.307692,0.642857,0.529412,0.642857,0.470588,0.580645,0.425,1.512605,0.653269
8,6,8,18,0.307692,0.571429,0.5,0.571429,0.5,0.533333,0.4,1.428571,0.857141
8,6,4,22,0.153846,0.571429,0.666667,0.571429,0.333333,0.615385,0.3,1.904762,0.880162
8,6,3,23,0.115385,0.571429,0.727273,0.571429,0.272727,0.64,0.275,2.077922,0.880457
8,6,2,24,0.076923,0.571429,0.8,0.571429,0.2,0.666667,0.25,2.285714,1
0,14,0,26,0,0,?,0,?,?,0,?,1.00001
