@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,33,0,1,1,0.3125,1,0.6875,0.47619,1,1,0
15,0,31,2,0.939394,1,0.326087,1,0.673913,0.491803,0.958333,1.043478,0.170147
15,0,30,3,0.909091,1,0.333333,1,0.666667,0.5,0.9375,1.066667,0.256692
15,0,29,4,0.878788,1,0.340909,1,0.659091,0.508475,0.916667,1.090909,0.271988
15,0,28,5,0.848485,1,0.348837,1,0.651163,0.517241,0.895833,1.116279,0.3288
14,1,24,9,0.727273,0.933333,0.368421,0.933333,0.631579,0.528302,0.791667,1.178947,0.330378
13,2,24,9,0.727273,0.866667,0.351351,0.866667,0.648649,0.5,0.770833,1.124324,0.341823
13,2,23,10,0.69697,0.866667,0.361111,0.866667,0.638889,0.509804,0.75,1.155556,0.354134
13,2,22,11,0.666667,0.866667,0.371429,0.866667,0.628571,0.52,0.729167,1.188571,0.407337
13,2,21,12,0.636364,0.866667,0.382353,0.866667,0.617647,0.530612,0.708333,1.223529,0.417514
12,3,21,12,0.636364,0.8,0.363636,0.8,0.636364,0.5,0.6875,1.163636,0.462744
12,3,20,13,0.606061,0.8,0.375,0.8,0.625,0.510638,0.666667,1.2,0.489027
12,3,18,15,0.545455,0.8,0.4,0.8,0.6,0.533333,0.625,1.28,0.52924
11,4,18,15,0.545455,0.733333,0.37931,0.733333,0.62069,0.5,0.604167,1.213793,0.564825
11,4,17,16,0.515152,0.733333,0.392857,0.733333,0.607143,0.511628,0.583333,1.257143,0.580466
10,5,17,16,0.515152,0.666667,0.37037,0.666667,0.62963,0.47619,0.5625,1.185185,0.612561
10,5,16,17,0.484848,0.666667,0.384615,0.666667,0.615385,0.487805,0.541667,1.230769,0.621562
10,5,15,18,0.454545,0.666667,0.4,0.666667,0.6,0.5,0.520833,1.28,0.674218
10,5,14,19,0.424242,0.666667,0.416667,0.666667,0.583333,0.512821,0.5,1.333333,0.716945
10,5,13,20,0.393939,0.666667,0.434783,0.666667,0.565217,0.526316,0.479167,1.391304,0.722447
10,5,12,21,0.363636,0.666667,0.454545,0.666667,0.545455,0.540541,0.458333,1.454545,0.730172
10,5,11,22,0.333333,0.666667,0.47619,0.666667,0.52381,0.555556,0.4375,1.52381,0.739305
5,10,10,23,0.30303,0.333333,0.333333,0.333333,0.666667,0.333333,0.3125,1.066667,0.760158
5,10,8,25,0.242424,0.333333,0.384615,0.333333,0.615385,0.357143,0.270833,1.230769,0.767401
4,11,6,27,0.181818,0.266667,0.4,0.266667,0.6,0.32,0.208333,1.28,0.776408
3,12,5,28,0.151515,0.2,0.375,0.2,0.625,0.26087,0.166667,1.2,0.791203
2,13,5,28,0.151515,0.133333,0.285714,0.133333,0.714286,0.181818,0.145833,0.914286,0.795107
1,14,5,28,0.151515,0.066667,0.166667,0.066667,0.833333,0.095238,0.125,0.533333,0.797397
1,14,2,31,0.060606,0.066667,0.333333,0.066667,0.666667,0.111111,0.0625,?,0.80653
1,14,1,32,0.030303,0.066667,0.5,0.066667,0.5,0.117647,0.041667,?,1
0,15,0,33,0,0,?,0,?,?,0,?,1.00001
