@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,32,0,1,1,0.319149,1,0.680851,0.483871,1,1,0
14,1,25,7,0.78125,0.933333,0.358974,0.933333,0.641026,0.518519,0.829787,1.124786,0.104361
14,1,24,8,0.75,0.933333,0.368421,0.933333,0.631579,0.528302,0.808511,1.154386,0.124656
13,2,24,8,0.75,0.866667,0.351351,0.866667,0.648649,0.5,0.787234,1.100901,0.127102
13,2,21,11,0.65625,0.866667,0.382353,0.866667,0.617647,0.530612,0.723404,1.198039,0.188963
13,2,20,12,0.625,0.866667,0.393939,0.866667,0.606061,0.541667,0.702128,1.234343,0.232273
13,2,19,13,0.59375,0.866667,0.40625,0.866667,0.59375,0.553191,0.680851,1.272917,0.235486
12,3,13,19,0.40625,0.8,0.48,0.8,0.52,0.6,0.531915,1.504,0.260556
11,4,12,20,0.375,0.733333,0.478261,0.733333,0.521739,0.578947,0.489362,1.498551,0.339118
11,4,11,21,0.34375,0.733333,0.5,0.733333,0.5,0.594595,0.468085,1.566667,0.356771
11,4,10,22,0.3125,0.733333,0.52381,0.733333,0.47619,0.611111,0.446809,1.64127,0.363144
10,5,10,22,0.3125,0.666667,0.5,0.666667,0.5,0.571429,0.425532,1.566667,0.371233
10,5,9,23,0.28125,0.666667,0.526316,0.666667,0.473684,0.588235,0.404255,1.649123,0.444373
10,5,7,25,0.21875,0.666667,0.588235,0.666667,0.411765,0.625,0.361702,1.843137,0.450872
10,5,6,26,0.1875,0.666667,0.625,0.666667,0.375,0.645161,0.340426,1.958333,0.577824
9,6,6,26,0.1875,0.6,0.6,0.6,0.4,0.6,0.319149,1.88,0.606572
9,6,4,28,0.125,0.6,0.692308,0.6,0.307692,0.642857,0.276596,2.169231,0.681809
8,7,4,28,0.125,0.533333,0.666667,0.533333,0.333333,0.592593,0.255319,2.088889,0.684588
2,13,1,31,0.03125,0.133333,0.666667,0.133333,0.333333,0.222222,0.06383,?,0.821339
1,14,1,31,0.03125,0.066667,0.5,0.066667,0.5,0.117647,0.042553,?,1
0,15,0,32,0,0,?,0,?,?,0,?,1.00001
