@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
14,0,28,0,1,1,0.333333,1,0.666667,0.5,1,1,0.000004
14,0,27,1,0.964286,1,0.341463,1,0.658537,0.509091,0.97619,1.02439,0.000007
14,0,26,2,0.928571,1,0.35,1,0.65,0.518519,0.952381,1.05,0.000015
14,0,25,3,0.892857,1,0.358974,1,0.641026,0.528302,0.928571,1.076923,0.00002
14,0,24,4,0.857143,1,0.368421,1,0.631579,0.538462,0.904762,1.105263,0.000024
14,0,23,5,0.821429,1,0.378378,1,0.621622,0.54902,0.880952,1.135135,0.000058
14,0,22,6,0.785714,1,0.388889,1,0.611111,0.56,0.857143,1.166667,0.000072
14,0,21,7,0.75,1,0.4,1,0.6,0.571429,0.833333,1.2,0.000076
13,1,21,7,0.75,0.928571,0.382353,0.928571,0.617647,0.541667,0.809524,1.147059,0.000123
12,2,21,7,0.75,0.857143,0.363636,0.857143,0.636364,0.510638,0.785714,1.090909,0.00016
12,2,20,8,0.714286,0.857143,0.375,0.857143,0.625,0.521739,0.761905,1.125,0.000248
12,2,19,9,0.678571,0.857143,0.387097,0.857143,0.612903,0.533333,0.738095,1.16129,0.000376
12,2,18,10,0.642857,0.857143,0.4,0.857143,0.6,0.545455,0.714286,1.2,0.000397
12,2,17,11,0.607143,0.857143,0.413793,0.857143,0.586207,0.55814,0.690476,1.241379,0.00149
12,2,16,12,0.571429,0.857143,0.428571,0.857143,0.571429,0.571429,0.666667,1.285714,0.001894
12,2,15,13,0.535714,0.857143,0.444444,0.857143,0.555556,0.585366,0.642857,1.333333,0.00467
12,2,14,14,0.5,0.857143,0.461538,0.857143,0.538462,0.6,0.619048,1.384615,0.011429
12,2,13,15,0.464286,0.857143,0.48,0.857143,0.52,0.615385,0.595238,1.44,0.012429
12,2,12,16,0.428571,0.857143,0.5,0.857143,0.5,0.631579,0.571429,1.5,0.015716
12,2,11,17,0.392857,0.857143,0.521739,0.857143,0.478261,0.648649,0.547619,1.565217,0.045526
12,2,10,18,0.357143,0.857143,0.545455,0.857143,0.454545,0.666667,0.52381,1.636364,0.098364
12,2,9,19,0.321429,0.857143,0.571429,0.857143,0.428571,0.685714,0.5,1.714286,0.632317
12,2,8,20,0.285714,0.857143,0.6,0.857143,0.4,0.705882,0.47619,1.8,0.662359
12,2,7,21,0.25,0.857143,0.631579,0.857143,0.368421,0.727273,0.452381,1.894737,0.77142
11,3,7,21,0.25,0.785714,0.611111,0.785714,0.388889,0.6875,0.428571,1.833333,0.784036
10,4,7,21,0.25,0.714286,0.588235,0.714286,0.411765,0.645161,0.404762,1.764706,0.932268
9,5,7,21,0.25,0.642857,0.5625,0.642857,0.4375,0.6,0.380952,1.6875,0.955182
9,5,6,22,0.214286,0.642857,0.6,0.642857,0.4,0.62069,0.357143,1.8,0.968175
8,6,6,22,0.214286,0.571429,0.571429,0.571429,0.428571,0.571429,0.333333,1.714286,0.975441
8,6,5,23,0.178571,0.571429,0.615385,0.571429,0.384615,0.592593,0.309524,1.846154,0.976737
8,6,4,24,0.142857,0.571429,0.666667,0.571429,0.333333,0.615385,0.285714,2,0.978751
8,6,3,25,0.107143,0.571429,0.727273,0.571429,0.272727,0.64,0.261905,2.181818,0.987363
3,11,2,26,0.071429,0.214286,0.6,0.214286,0.4,0.315789,0.119048,1.8,0.989207
3,11,1,27,0.035714,0.214286,0.75,0.214286,0.25,0.333333,0.095238,2.25,0.989717
3,11,0,28,0,0.214286,1,0.214286,0,0.352941,0.071429,3,0.998545
2,12,0,28,0,0.142857,1,0.142857,0,0.25,0.047619,?,0.999517
1,13,0,28,0,0.071429,1,0.071429,0,0.133333,0.02381,?,0.999899
0,14,0,28,0,0,?,0,?,?,0,?,0.999909
