@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0
15,0,34,1,0.971429,1,0.306122,1,0.693878,0.46875,0.98,1.020408,0
15,0,33,2,0.942857,1,0.3125,1,0.6875,0.47619,0.96,1.041667,0.000001
15,0,32,3,0.914286,1,0.319149,1,0.680851,0.483871,0.94,1.06383,0.000001
15,0,31,4,0.885714,1,0.326087,1,0.673913,0.491803,0.92,1.086957,0.000009
14,1,31,4,0.885714,0.933333,0.311111,0.933333,0.688889,0.466667,0.9,1.037037,0.000023
14,1,30,5,0.857143,0.933333,0.318182,0.933333,0.681818,0.474576,0.88,1.060606,0.000032
13,2,30,5,0.857143,0.866667,0.302326,0.866667,0.697674,0.448276,0.86,1.007752,0.000037
13,2,29,6,0.828571,0.866667,0.309524,0.866667,0.690476,0.45614,0.84,1.031746,0.000046
13,2,28,7,0.8,0.866667,0.317073,0.866667,0.682927,0.464286,0.82,1.056911,0.000105
12,3,28,7,0.8,0.8,0.3,0.8,0.7,0.436364,0.8,1,0.000231
12,3,27,8,0.771429,0.8,0.307692,0.8,0.692308,0.444444,0.78,1.025641,0.000398
12,3,26,9,0.742857,0.8,0.315789,0.8,0.684211,0.45283,0.76,1.052632,0.000732
12,3,25,10,0.714286,0.8,0.324324,0.8,0.675676,0.461538,0.74,1.081081,0.000747
12,3,24,11,0.685714,0.8,0.333333,0.8,0.666667,0.470588,0.72,1.111111,0.001044
12,3,23,12,0.657143,0.8,0.342857,0.8,0.657143,0.48,0.7,1.142857,0.001588
12,3,22,13,0.628571,0.8,0.352941,0.8,0.647059,0.489796,0.68,1.176471,0.001622
12,3,21,14,0.6,0.8,0.363636,0.8,0.636364,0.5,0.66,1.212121,0.00205
12,3,20,15,0.571429,0.8,0.375,0.8,0.625,0.510638,0.64,1.25,0.005182
7,8,19,16,0.542857,0.466667,0.269231,0.466667,0.730769,0.341463,0.52,0.897436,0.006869
7,8,18,17,0.514286,0.466667,0.28,0.466667,0.72,0.35,0.5,0.933333,0.009941
7,8,17,18,0.485714,0.466667,0.291667,0.466667,0.708333,0.358974,0.48,0.972222,0.042044
7,8,16,19,0.457143,0.466667,0.304348,0.466667,0.695652,0.368421,0.46,1.014493,0.042445
7,8,15,20,0.428571,0.466667,0.318182,0.466667,0.681818,0.378378,0.44,1.060606,0.051646
7,8,14,21,0.4,0.466667,0.333333,0.466667,0.666667,0.388889,0.42,1.111111,0.056048
7,8,13,22,0.371429,0.466667,0.35,0.466667,0.65,0.4,0.4,1.166667,0.151914
7,8,12,23,0.342857,0.466667,0.368421,0.466667,0.631579,0.411765,0.38,1.22807,0.501956
7,8,11,24,0.314286,0.466667,0.388889,0.466667,0.611111,0.424242,0.36,1.296296,0.643355
7,8,10,25,0.285714,0.466667,0.411765,0.466667,0.588235,0.4375,0.34,1.372549,0.666245
6,9,10,25,0.285714,0.4,0.375,0.4,0.625,0.387097,0.32,1.25,0.849033
6,9,9,26,0.257143,0.4,0.4,0.4,0.6,0.4,0.3,1.333333,0.862816
5,10,9,26,0.257143,0.333333,0.357143,0.333333,0.642857,0.344828,0.28,1.190476,0.943899
4,11,9,26,0.257143,0.266667,0.307692,0.266667,0.692308,0.285714,0.26,1.025641,0.985355
4,11,8,27,0.228571,0.266667,0.333333,0.266667,0.666667,0.296296,0.24,1.111111,0.993413
4,11,7,28,0.2,0.266667,0.363636,0.266667,0.636364,0.307692,0.22,1.212121,0.995095
3,12,7,28,0.2,0.2,0.3,0.2,0.7,0.24,0.2,1,0.995221
3,12,6,29,0.171429,0.2,0.333333,0.2,0.666667,0.25,0.18,1.111111,0.996201
3,12,5,30,0.142857,0.2,0.375,0.2,0.625,0.26087,0.16,1.25,0.996206
2,13,5,30,0.142857,0.133333,0.285714,0.133333,0.714286,0.181818,0.14,0.952381,0.997189
2,13,4,31,0.114286,0.133333,0.333333,0.133333,0.666667,0.190476,0.12,1.111111,0.997257
2,13,3,32,0.085714,0.133333,0.4,0.133333,0.6,0.2,0.1,1.333333,0.99764
1,14,3,32,0.085714,0.066667,0.25,0.066667,0.75,0.105263,0.08,0.833333,0.999193
1,14,2,33,0.057143,0.066667,0.333333,0.066667,0.666667,0.111111,0.06,?,0.999255
0,15,2,33,0.057143,0,0,0,1,?,0.04,?,0.999817
0,15,1,34,0.028571,0,0,0,1,?,0.02,?,0.999926
0,15,0,35,0,0,?,0,?,?,0,?,0.999936
