@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0
15,0,34,1,0.971429,1,0.306122,1,0.693878,0.46875,0.98,1.020408,0.000004
15,0,33,2,0.942857,1,0.3125,1,0.6875,0.47619,0.96,1.041667,0.000025
15,0,32,3,0.914286,1,0.319149,1,0.680851,0.483871,0.94,1.06383,0.000041
15,0,31,4,0.885714,1,0.326087,1,0.673913,0.491803,0.92,1.086957,0.000073
14,1,31,4,0.885714,0.933333,0.311111,0.933333,0.688889,0.466667,0.9,1.037037,0.000244
14,1,30,5,0.857143,0.933333,0.318182,0.933333,0.681818,0.474576,0.88,1.060606,0.000302
14,1,29,6,0.828571,0.933333,0.325581,0.933333,0.674419,0.482759,0.86,1.085271,0.000943
14,1,28,7,0.8,0.933333,0.333333,0.933333,0.666667,0.491228,0.84,1.111111,0.002531
13,2,28,7,0.8,0.866667,0.317073,0.866667,0.682927,0.464286,0.82,1.056911,0.007268
12,3,28,7,0.8,0.8,0.3,0.8,0.7,0.436364,0.8,1,0.011789
7,8,27,8,0.771429,0.466667,0.205882,0.466667,0.794118,0.285714,0.68,0.686275,0.012059
7,8,26,9,0.742857,0.466667,0.212121,0.466667,0.787879,0.291667,0.66,0.707071,0.013386
7,8,25,10,0.714286,0.466667,0.21875,0.466667,0.78125,0.297872,0.64,0.729167,0.013398
7,8,24,11,0.685714,0.466667,0.225806,0.466667,0.774194,0.304348,0.62,0.752688,0.086928
7,8,23,12,0.657143,0.466667,0.233333,0.466667,0.766667,0.311111,0.6,0.777778,0.094486
7,8,22,13,0.628571,0.466667,0.241379,0.466667,0.758621,0.318182,0.58,0.804598,0.184545
7,8,21,14,0.6,0.466667,0.25,0.466667,0.75,0.325581,0.56,0.833333,0.302105
7,8,20,15,0.571429,0.466667,0.259259,0.466667,0.740741,0.333333,0.54,0.864198,0.339199
7,8,19,16,0.542857,0.466667,0.269231,0.466667,0.730769,0.341463,0.52,0.897436,0.344462
7,8,18,17,0.514286,0.466667,0.28,0.466667,0.72,0.35,0.5,0.933333,0.442429
7,8,17,18,0.485714,0.466667,0.291667,0.466667,0.708333,0.358974,0.48,0.972222,0.451378
7,8,16,19,0.457143,0.466667,0.304348,0.466667,0.695652,0.368421,0.46,1.014493,0.47658
7,8,15,20,0.428571,0.466667,0.318182,0.466667,0.681818,0.378378,0.44,1.060606,0.695647
6,9,15,20,0.428571,0.4,0.285714,0.4,0.714286,0.333333,0.42,0.952381,0.861918
5,10,15,20,0.428571,0.333333,0.25,0.333333,0.75,0.285714,0.4,0.833333,0.870597
5,10,14,21,0.4,0.333333,0.263158,0.333333,0.736842,0.294118,0.38,0.877193,0.884089
5,10,13,22,0.371429,0.333333,0.277778,0.333333,0.722222,0.30303,0.36,0.925926,0.891981
4,11,13,22,0.371429,0.266667,0.235294,0.266667,0.764706,0.25,0.34,0.784314,0.908634
4,11,12,23,0.342857,0.266667,0.25,0.266667,0.75,0.258065,0.32,0.833333,0.910077
4,11,11,24,0.314286,0.266667,0.266667,0.266667,0.733333,0.266667,0.3,0.888889,0.975774
4,11,10,25,0.285714,0.266667,0.285714,0.266667,0.714286,0.275862,0.28,0.952381,0.986998
4,11,9,26,0.257143,0.266667,0.307692,0.266667,0.692308,0.285714,0.26,1.025641,0.996945
4,11,8,27,0.228571,0.266667,0.333333,0.266667,0.666667,0.296296,0.24,1.111111,0.997098
3,12,8,27,0.228571,0.2,0.272727,0.2,0.727273,0.230769,0.22,0.909091,0.999194
3,12,7,28,0.2,0.2,0.3,0.2,0.7,0.24,0.2,1,0.999412
3,12,6,29,0.171429,0.2,0.333333,0.2,0.666667,0.25,0.18,1.111111,0.999493
2,13,6,29,0.171429,0.133333,0.25,0.133333,0.75,0.173913,0.16,0.833333,0.999754
1,14,6,29,0.171429,0.066667,0.142857,0.066667,0.857143,0.090909,0.14,0.47619,0.999865
1,14,5,30,0.142857,0.066667,0.166667,0.066667,0.833333,0.095238,0.12,0.555556,0.999896
1,14,4,31,0.114286,0.066667,0.2,0.066667,0.8,0.1,0.1,0.666667,0.999905
1,14,3,32,0.085714,0.066667,0.25,0.066667,0.75,0.105263,0.08,0.833333,0.999977
0,15,3,32,0.085714,0,0,0,1,?,0.06,?,0.999978
0,15,2,33,0.057143,0,0,0,1,?,0.04,?,0.999996
0,15,1,34,0.028571,0,0,0,1,?,0.02,?,1
0,15,0,35,0,0,?,0,?,?,0,?,1.00001
