@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0.032112
14,1,35,0,1,0.933333,0.285714,0.933333,0.714286,0.4375,0.98,0.952381,0.077712
14,1,34,1,0.971429,0.933333,0.291667,0.933333,0.708333,0.444444,0.96,0.972222,0.184877
14,1,33,2,0.942857,0.933333,0.297872,0.933333,0.702128,0.451613,0.94,0.992908,0.214335
9,6,28,7,0.8,0.6,0.243243,0.6,0.756757,0.346154,0.74,0.810811,0.216156
9,6,23,12,0.657143,0.6,0.28125,0.6,0.71875,0.382979,0.64,0.9375,0.243714
8,7,23,12,0.657143,0.533333,0.258065,0.533333,0.741935,0.347826,0.62,0.860215,0.265398
8,7,22,13,0.628571,0.533333,0.266667,0.533333,0.733333,0.355556,0.6,0.888889,0.272995
8,7,21,14,0.6,0.533333,0.275862,0.533333,0.724138,0.363636,0.58,0.91954,0.298582
8,7,20,15,0.571429,0.533333,0.285714,0.533333,0.714286,0.372093,0.56,0.952381,0.311872
8,7,19,16,0.542857,0.533333,0.296296,0.533333,0.703704,0.380952,0.54,0.987654,0.491566
8,7,18,17,0.514286,0.533333,0.307692,0.533333,0.692308,0.390244,0.52,1.025641,0.610732
8,7,17,18,0.485714,0.533333,0.32,0.533333,0.68,0.4,0.5,1.066667,0.71732
8,7,16,19,0.457143,0.533333,0.333333,0.533333,0.666667,0.410256,0.48,1.111111,0.734954
7,8,16,19,0.457143,0.466667,0.304348,0.466667,0.695652,0.368421,0.46,1.014493,0.755701
7,8,15,20,0.428571,0.466667,0.318182,0.466667,0.681818,0.378378,0.44,1.060606,0.790536
7,8,14,21,0.4,0.466667,0.333333,0.466667,0.666667,0.388889,0.42,1.111111,0.792501
7,8,13,22,0.371429,0.466667,0.35,0.466667,0.65,0.4,0.4,1.166667,0.877845
6,9,12,23,0.342857,0.4,0.333333,0.4,0.666667,0.363636,0.36,1.111111,0.885236
6,9,11,24,0.314286,0.4,0.352941,0.4,0.647059,0.375,0.34,1.176471,0.893017
6,9,10,25,0.285714,0.4,0.375,0.4,0.625,0.387097,0.32,1.25,0.921125
6,9,7,28,0.2,0.4,0.461538,0.4,0.538462,0.428571,0.26,1.538462,0.926983
5,10,7,28,0.2,0.333333,0.416667,0.333333,0.583333,0.37037,0.24,1.388889,0.949558
5,10,6,29,0.171429,0.333333,0.454545,0.333333,0.545455,0.384615,0.22,1.515152,0.985264
5,10,5,30,0.142857,0.333333,0.5,0.333333,0.5,0.4,0.2,1.666667,0.985913
5,10,4,31,0.114286,0.333333,0.555556,0.333333,0.444444,0.416667,0.18,1.851852,0.99527
4,11,4,31,0.114286,0.266667,0.5,0.266667,0.5,0.347826,0.16,1.666667,0.995843
3,12,4,31,0.114286,0.2,0.428571,0.2,0.571429,0.272727,0.14,1.428571,0.996773
2,13,4,31,0.114286,0.133333,0.333333,0.133333,0.666667,0.190476,0.12,1.111111,0.99877
2,13,3,32,0.085714,0.133333,0.4,0.133333,0.6,0.2,0.1,1.333333,0.999158
1,14,2,33,0.057143,0.066667,0.333333,0.066667,0.666667,0.111111,0.06,?,0.999815
0,15,0,35,0,0,?,0,?,?,0,?,0.999825
